port_type,port_name,count,suggested_match,match_score,action,map_to,notes
origin,Frederickstadt-staves,1,,0.0,,,
origin,Memel-deals and ends,1,,0.0,,,
origin,Oscarshamn-staves,1,,0.0,,,
origin,O'hamn-f. sawn,1,,0.0,,,
origin,F'stad-brds.,1,,0.0,,,
origin,"Memel-deals, oak",1,,0.0,,,
origin,"Bridgwater-rails, posts, &c",1,,0.0,,,
origin,Comarina,1,,0.0,,,
origin,Chepstow-cogwood,1,,0.0,,,
origin,St. Malo-props,1,,0.0,,,
origin,Halmstadt-batters,1,,0.0,,,
origin,Wybor-deals & battens,1,,0.0,,,
origin,Dram-dls. & bats.,1,,0.0,,,
origin,Namsos-dls. & bats.,1,,0.0,,,
origin,"Konigsberg-oak staves, &c.",1,,0.0,,,
origin,"Danzig-sleepers, fir logs",1,,0.0,,,
origin,Memel-deals & oak logs,1,,0.0,,,
origin,Gottenburg-props,1,,0.0,,,
origin,Sandefiord-pit props,1,,0.0,,,
origin,Christiania-mining timber,1,,0.0,,,
origin,Brunchausen,1,,0.0,,,
origin,Dram-flooring boards,1,,0.0,,,
origin,Pensacola-p. pi.,1,,0.0,,,
origin,Darien-p. pine,1,,0.0,,,
origin,"Namsos-batns., staves",1,,0.0,,,
origin,Carlscrona-props,1,,0.0,,,
origin,Stettin-birch,1,,0.0,,,
origin,"Gothenburg-quantity battens, boards, and props",1,,0.0,,,
origin,"Gothenburg-quantity pit-props, deals, and battens",1,,0.0,,,
origin,"Gothenburg-quantity pit-props, sleepers, and pit-poles",1,,0.0,,,
origin,"Gothenburg-quantity pit-props, sleepers, deals, and splits",1,,0.0,,,
origin,"Gothenburg-quantity deals, battens, boards, sleepers, splits, and props",1,,0.0,,,
origin,"Quebec 471 pcs. hewn fir, 3,885 pcs. sawn fir, 4,248 deals and ends",1,,0.0,,,
origin,Christiania 920 rickers,1,,0.0,,,
origin,Wilson ; 881 pcs. timber,1,,0.0,,,
origin,"Baltimore, &c.",1,,0.0,,,
origin,Baltimore - 699 w. o. planks - Alcott ; 61 pcs. whitewood -,1,,0.0,,,
origin,"Charleston 12,133 treenails",1,,0.0,,,
origin,Jacques River,1,,0.0,,,
origin,Gothenburg - 341 doz. battens,1,,0.0,,,
origin,Law,1,,0.0,,,
origin,Patatrolm - 150 lds. birch and alder props,1,,0.0,,,
origin,"Gothenburg 3,246 pit props",1,,0.0,,,
origin,"New York 1,906 doors, 3,200 pcs. wood, 67 cs. handles",1,,0.0,,,
origin,"Christiania 1,280 pcs round timber",1,,0.0,,,
origin,Paasacola,1,,0.0,,,
origin,"Fredrikstad 42,214 pcs. floorings",1,,0.0,,,
origin,T. W. Allen; 262 1/2 stds. pit props,1,,0.0,,,
origin,"New York - 88 pcs., 46 pcs. lumber",1,,0.0,,,
origin,"Dantzig - 434 pcs. timber, 3,018 staves, 1,602 deals, 150 sleepers, 16 ends",1,,0.0,,,
origin,"Soderhamn - 13,496 pcs. sawn fir",1,,0.0,,,
origin,Hill,1,,0.0,,,
origin,Fredrick,1,,0.0,,,
origin,Barrow,1,,0.0,,,
origin,"Order ; qnty. sleepers, battens, and boards",1,,0.0,,,
origin,Terens (s),1,,0.0,,,
origin,Viria,1,,0.0,,,
origin,"Punta Cana 3,551 pcs. lignumvitae, 166 pcs. mahogany, 753 pcs. satinwood",1,,0.0,,,
origin,Dixcove,1,,0.0,,,
origin,Zanzibar,1,,0.0,,,
origin,Gothenburg Com. Co.,1,,0.0,,,
origin,Drams,1,,0.0,,,
origin,St. Mark,1,,0.0,,,
origin,"Christiania 20,547 pit props",1,,0.0,,,
origin,"7,587 pcs. deals and boards, R. Wade, Sons, & Co. Magna @ Quebec,",1,,0.0,,,
origin,"13,748 deals and ends, Bennetts & Co. Vasa @ Wyburg,",1,,0.0,,,
origin,"E. Chaloner & Co. ; 3,267 oak staves",1,,0.0,,,
origin,"Duncan, Ewing & Co. ; 6,534 oak staves",1,,0.0,,,
origin,Farnworth & Jardine ; 525 teak planks,1,,0.0,,,
origin,"Duncan, Ewing & Co ; 100 pcs oak",1,,0.0,,,
origin,"Duncan, Ewing & Co. ; 2,240 oak",1,,0.0,,,
origin,J. Scott; 2 cases wooden boxes,1,,0.0,,,
origin,Tornea 14 fir battens,1,,0.0,,,
origin,Fionnklip,1,,0.0,,,
origin,"Gothenburg 21,418 fir props, 4,000 fir poles, 9,260 fir crowntrees, 35,0.0 fir splits, 14,354 fir sleepers",1,,0.0,,,
origin,"Gothenburg 35 lds. boards, 70 lds. sleepers, 20 lds. battens, 20 lds. doors",1,,0.0,,,
origin,"Quebec - 966 pcs. timber, 10,895 deals",1,,0.0,,,
origin,"St. Thomas - 28,357 deals",1,,0.0,,,
origin,"S. John, N.B.",1,,0.0,,,
origin,"Paul Frederik @ Drammen,",1,,0.0,,,
origin,"2,562 planks, 403 deals, Caspian @ Quebec,",1,,0.0,,,
origin,Sarah E. @ [?],1,,0.0,,,
origin,"Apalachicola, Fla.",1,,0.0,,,
origin,"Stromfors, Finland",1,,0.0,,,
origin,Fowler (s),1,,0.0,,,
origin,"Uddevalla 26,156 pit props",1,,0.0,,,
origin,Wilsons ; 742 pcs. round mining timber,1,,0.0,,,
origin,Nicholas & Co. ; 435 lds. deals and battens,1,,0.0,,,
origin,"Alma, N.B",1,,0.0,,,
origin,Ramvik and Hernosand,1,,0.0,,,
origin,"Rafso, Kotka, &c.",1,,0.0,,,
origin,River Quelle (Quebec),1,,0.0,,,
origin,Kaunisaari,1,,0.0,,,
origin,"Liscombe, N S",1,,0.0,,,
origin,Rafso and Wyburg,1,,0.0,,,
origin,"Buena Vista, N.F.",1,,0.0,,,
origin,"Port Blandford, N.B.",1,,0.0,,,
origin,Hambre,1,,0.0,,,
origin,Regentes,1,,0.0,,,
origin,180 lds pit props,1,,0.0,,,
origin,"1,250 lds pitwood",1,,0.0,,,
origin,Reval and Riga,1,,0.0,,,
origin,Steve,1,,0.0,,,
origin,"Herrmann; 14 bdls. headings, 209 bdls. staves, 264 doors, 312 bdls. mouldings",1,,0.0,,,
origin,"With, Webster; 191,317 boards",1,,0.0,,,
origin,"Howard; 6,439 boards",1,,0.0,,,
origin,Bordeaux-,1,,0.0,,,
origin,"Gothenburg - 12,076 pit-props",1,,0.0,,,
origin,Pouliguen,1,,0.0,,,
origin,"Christiansand- 6,256 planks",1,,0.0,,,
origin,"Laurvig 22,636 props, 378 pcs. partly square timber",1,,0.0,,,
origin,Armanda-Auray,1,,0.0,,,
origin,Fahestad,1,,0.0,,,
origin,Campbelton Town,1,,0.0,,,
origin,Kallskär,1,,0.0,,,
origin,"Sundswall - 2,000 lds. battens and boards, 126 lds. square timber",1,,0.0,,,
origin,Skutskär,1,,0.0,,,
origin,"East London, 1,746 pkgs. boxwood",1,,0.0,,,
origin,"Dalhousie-dls., &c.",1,,0.0,,,
origin,"Chatham, N.B.-dls, &c.",1,,0.0,,,
origin,Redon-pitwood,1,,0.0,,,
origin,"Parrsbro'-deals, &c.",1,,0.0,,,
origin,Shediac-deals & ends,1,,0.0,,,
origin,Quebec-shooks,1,,0.0,,,
origin,"Musquash-deal, &c.",1,,0.0,,,
origin,Quebec-tim. staves,1,,0.0,,,
origin,"St. George, N.B.-deals",1,,0.0,,,
origin,Pugwash-deals,1,,0.0,,,
origin,Tornea-planks,1,,0.0,,,
origin,"Musquash-dls., btns.",1,,0.0,,,
origin,Sundswall-bds.,1,,0.0,,,
origin,Bordeaux-min. tim.,1,,0.0,,,
origin,Bordeaux-mining timber,1,,0.0,,,
origin,"Hudikswall-poles, &c.",1,,0.0,,,
origin,"Arno-deals, &c.",1,,0.0,,,
origin,Archangel-dls. &c.,1,,0.0,,,
origin,"Quebec-deals, elm, &c.",1,,0.0,,,
origin,Tvedestrand-timber,1,,0.0,,,
origin,"Riga-lathwood, deals, &c.",1,,0.0,,,
origin,"Soraki-deals, &c.",1,,0.0,,,
origin,Husum-btns. & bds.,1,,0.0,,,
origin,"Quebec-deals, oak, &c.",1,,0.0,,,
origin,Wyborg-battens & bds.,1,,0.0,,,
origin,Archangl.-dls. &c.,1,,0.0,,,
origin,Archangel-deals-battns.,1,,0.0,,,
origin,"Wyborg-dls., &c.",1,,0.0,,,
origin,"Uleaborg-deals, battens",1,,0.0,,,
origin,Wyburg-dls. & bds.,1,,0.0,,,
origin,Sundswall-deals & battens,1,,0.0,,,
origin,"Gefle-deals, battns.",1,,0.0,,,
origin,"Stockasag-deals, bds.",1,,0.0,,,
origin,"Gefle-deals, battens, bds.",1,,0.0,,,
origin,"Archangel-deals, battens, ends",1,,0.0,,,
origin,"Nyhamn-dls., bds.",1,,0.0,,,
origin,Quebec-p.dls.,1,,0.0,,,
origin,"Arendal-poles, min.tim, &c.",1,,0.0,,,
origin,"Christiansand-min. tim., props",1,,0.0,,,
origin,"Ornskoldvik-battens, bds.",1,,0.0,,,
origin,Risoer-mining timber,1,,0.0,,,
origin,Gothenburg-sleepers,1,,0.0,,,
origin,Soderhamn-dls. & bds.,1,,0.0,,,
origin,"Soderhamn-deals, btns.",1,,0.0,,,
origin,"Cronstadt-deals, battens, boards",1,,0.0,,,
origin,Carlshamn-pit props,1,,0.0,,,
origin,Carisvik,1,,0.0,,,
origin,Nelle [?] lds. deals and sawn fir,1,,0.0,,,
origin,Ra/so,1,,0.0,,,
origin,New York 686 pcs. oak,1,,0.0,,,
origin,"S, 2,794 pcs oak, 705 pcs ash, 439 pcs bds, 188 bds poplar, 767 pcs pine, 19 logs poplar, 1,288 pcs staves, 436 pcs deals",1,,0.0,,,
origin,"S, 1,312 pcs teak scantlings, 924 teak bds, 312 teak boards, 65 pcs teak deals, 180 teak scantlings",1,,0.0,,,
origin,"S, 2,580 pcs deals, 998 pcs ends, qly. deals",1,,0.0,,,
origin,"S, 3,915 pcs deals, 1,020 bdls staves",1,,0.0,,,
origin,"Christiania, 1,256 pcs. planks, 1,222 bdls boxboards, 160 pcs sleeper blocks, 1,728 pcs deals",1,,0.0,,,
origin,"S, 1,345 lds. battens, 40 lds. staves",1,,0.0,,,
origin,"Hernosand, 54 lds battens, 31 lds. firewood",1,,0.0,,,
origin,Oscarshamn-qty. of props,1,,0.0,,,
origin,Risoer-a quantity of pit props,1,,0.0,,,
origin,Drysdale Bros.; 332 crts. wheelbarrow spokes,1,,0.0,,,
origin,Sondswall,1,,0.0,,,
origin,"Sieveking, Droop, & Co.; 4 1/2 fms. firewood",1,,0.0,,,
origin,"Toner, Hewitt, & Co.",1,,0.0,,,
origin,"Foy, Morgan, & Co.",1,,0.0,,,
origin,Bousfield & Co.,1,,0.0,,,
origin,Rockabema,1,,0.0,,,
origin,Dal-deals - W. Simpson,1,,0.0,,,
origin,J. (s),1,,0.0,,,
origin,"Fredrikstad - 1,500 bdls. staves",1,,0.0,,,
origin,Arnold; 570 pcs. sawn fir,1,,0.0,,,
origin,"Gothenburg-qty. deals, sleepers, and props",1,,0.0,,,
origin,"Norway, Morr (?)",1,,0.0,,,
origin,Luvik,1,,0.0,,,
origin,Trios Pistoles,1,,0.0,,,
origin,Djupvik and Jerfed,1,,0.0,,,
origin,Kannissaria,1,,0.0,,,
origin,Transgund and Wyborg,1,,0.0,,,
origin,700 wood doors,1,,0.0,,,
origin,"36,008 deals and ends",1,,0.0,,,
origin,"Empress @ Fredrickstad,",1,,0.0,,,
origin,"15,405 deals, 1,459 ends, 1,200 staves, Order. St. Bernard's @ Quebec,",1,,0.0,,,
origin,"Sarata (s) @ Bahia,",1,,0.0,,,
origin,"9,791 pcs. pit props, A. Goodwin & Co. Melrose Abbey (s) @ Riga,",1,,0.0,,,
origin,Timmernnabben,1,,0.0,,,
origin,(Gothenburg,1,,0.0,,,
origin,Calachalcola,1,,0.0,,,
origin,Lilleslund,1,,0.0,,,
origin,"Wilson, Sons, & Co. ; 4 bdls. laths",1,,0.0,,,
origin,"Wilson, Sons, & Co. ; 12,000 props",1,,0.0,,,
origin,"Soderhamn- 26,482 planks, 25,150 deals and battens",1,,0.0,,,
origin,T. & H. Green,1,,0.0,,,
origin,"G'burg-props, rails",1,,0.0,,,
origin,"Brevig-timber, &c.",1,,0.0,,,
origin,F'shald-pit props,1,,0.0,,,
origin,Westerwick-pit props,1,,0.0,,,
origin,Danzig-pit props,1,,0.0,,,
origin,"Danzig-props, &c.",1,,0.0,,,
origin,"Pensacola-tim., &c.",1,,0.0,,,
origin,"Quebec-oak, hickory, walnut timber",1,,0.0,,,
origin,G'burg-deals & btns.,1,,0.0,,,
origin,"Christiansand-pit props, &c.",1,,0.0,,,
origin,Nyvik-boards,1,,0.0,,,
origin,Xiansand-staves,1,,0.0,,,
origin,Laurvig-props and poles,1,,0.0,,,
origin,"Brevig-deals, battens, &c.",1,,0.0,,,
origin,"Xiansand-mining tim., &c.",1,,0.0,,,
origin,"Mandal-timber, props",1,,0.0,,,
origin,"Sandefjord-sleepers, &c.",1,,0.0,,,
origin,Langesund-props,1,,0.0,,,
origin,Gothenburg-headings,1,,0.0,,,
origin,Ornskjoldsvik-battens,1,,0.0,,,
origin,"Memel-headings, staves",1,,0.0,,,
origin,Gefle-fir staves,1,,0.0,,,
origin,Frederiksvorn-crown trees,1,,0.0,,,
origin,New York-dunnage wood,1,,0.0,,,
origin,Langesund-poles,1,,0.0,,,
origin,Nyvik-fir staves,1,,0.0,,,
origin,Paskallavik-props,1,,0.0,,,
origin,Monsteras-spars & pit props,1,,0.0,,,
origin,Oscarshamn-fir staves,1,,0.0,,,
origin,"Svenesund-spars, staves",1,,0.0,,,
origin,Langesund-square timber,1,,0.0,,,
origin,"Nyvik-battens, headings",1,,0.0,,,
origin,Halmstadt-props,1,,0.0,,,
origin,"Wifsta Warf-deals, battens",1,,0.0,,,
origin,Arno-battens,1,,0.0,,,
origin,"Gefle-deals, boards",1,,0.0,,,
origin,"Sandefjord-pit props, sleepers",1,,0.0,,,
origin,Philadelphia-staves,1,,0.0,,,
origin,Wyburg-deals and ends,1,,0.0,,,
origin,Ljusne-deals and ends,1,,0.0,,,
origin,"Pensacola-dls., &c.",1,,0.0,,,
origin,Clare Castle,1,,0.0,,,
origin,"Riisoer-props, &c.",1,,0.0,,,
origin,"Lysekil-props, boards, &c.",1,,0.0,,,
origin,Vannes-hewn tim.,1,,0.0,,,
origin,Danzig-crossing sleepers,1,,0.0,,,
origin,G'burg-dls.,1,,0.0,,,
origin,"Fredrikstadt-flooring, &c.",1,,0.0,,,
origin,Nyham-deals,1,,0.0,,,
origin,Hernosaud-battens,1,,0.0,,,
origin,Rafsa-battens,1,,0.0,,,
origin,Gottenburg-dls. & batns.,1,,0.0,,,
origin,Falkenburg-firewood,1,,0.0,,,
origin,Risoer-battens,1,,0.0,,,
origin,"Gottenburg-battens, &c.",1,,0.0,,,
origin,Porsgrund-props & battens,1,,0.0,,,
origin,Tonsberg-props and deals,1,,0.0,,,
origin,Krageroe-deals,1,,0.0,,,
origin,"10,195 scantlings",1,,0.0,,,
origin,Skeffler,1,,0.0,,,
origin,"Tirrel @ New Orleans,",1,,0.0,,,
origin,"6,580 pcs. deals, 4,104 battens, 1,118 planks, 2,390 pcs. ends",1,,0.0,,,
origin,"122 bndls. 750 pcs. oak, 49 hickory logs",1,,0.0,,,
origin,Hommvik,1,,0.0,,,
origin,Stohka,1,,0.0,,,
origin,Odense & Aalborg,1,,0.0,,,
origin,Man,1,,0.0,,,
origin,Rowntrees,1,,0.0,,,
origin,"Rotterdam - 2,444 bdls. hoops",1,,0.0,,,
origin,Argo (s),1,,0.0,,,
origin,"Newport, U.S.",1,,0.0,,,
origin,Mosjoen,1,,0.0,,,
origin,"Risoer - 8,000 pcs. hewn birch",1,,0.0,,,
origin,Gothenburg-qty. deals,1,,0.0,,,
origin,"Memel 443 pcs. hewn fir, 28 sleepers, 554 deals",1,,0.0,,,
origin,"Drammen - 24,176 flooring boards, 481,109 staves",1,,0.0,,,
origin,"Uddevalla 854 bdls. mouldings, 10 crts. trellis",1,,0.0,,,
origin,"B. Peterson ; 1,000 bdls. laths",1,,0.0,,,
origin,"Berner & Nielsen ; 2,010 doz. boards, 400 doz. boards",1,,0.0,,,
origin,Ringarde,1,,0.0,,,
origin,Wergeland,1,,0.0,,,
origin,Calais-qty. timber,1,,0.0,,,
origin,Stronvik,1,,0.0,,,
origin,"Wyborg - 726 deals, 46,020 birch staves",1,,0.0,,,
origin,"Bay Verte-£0,7[?] 7 deals",1,,0.0,,,
origin,"Tadman & Horwood ; 3,360 fencings",1,,0.0,,,
origin,"27,078 pit props",1,,0.0,,,
origin,Rochefort-sur-Mer,1,,0.0,,,
origin,Maas (Norway),1,,0.0,,,
origin,"Namsos - 7,313 pcs. sawn fir",1,,0.0,,,
origin,"Skien - 1,303 pcs. sawn fir, 142 lds. firewood",1,,0.0,,,
origin,"Bjorneborg - 14,207 pcs. sawn fir",1,,0.0,,,
origin,Charlottetown 615 pcs. sawn fir,1,,0.0,,,
origin,"Wilson, Sons, & Co. ; 3,417 props",1,,0.0,,,
origin,Danzig & Stettin,1,,0.0,,,
origin,"Sampson, Kinnck, & Co. ; 334 plançons",1,,0.0,,,
origin,Uddovalla,1,,0.0,,,
origin,J. Keen ; 2 cs. oars,1,,0.0,,,
origin,Langsund,1,,0.0,,,
origin,Bordeaux - 412 lds. pitwood,1,,0.0,,,
origin,"Fredrikstad - 34,400 planed boards, 452 battens, 34 spars",1,,0.0,,,
origin,Oscarshamn - 232 lds. fir pit props,1,,0.0,,,
origin,Tvedestrane,1,,0.0,,,
origin,Cristianopel,1,,0.0,,,
origin,"18,932 pit props",1,,0.0,,,
origin,Werkleback,1,,0.0,,,
origin,Fredriksthald,1,,0.0,,,
origin,Queen (s),1,,0.0,,,
origin,Christiania & Drobak,1,,0.0,,,
origin,Hernhamn,1,,0.0,,,
origin,"Skelton, 24 lds. firewood",1,,0.0,,,
origin,Raf Verte,1,,0.0,,,
origin,"St. John, N.B.-[?] lds. spruce",1,,0.0,,,
origin,"Boston 8,693 pcs. lumber, 7,532 pcs. poplar lumber",1,,0.0,,,
origin,"Fernandina, Fla.",1,,0.0,,,
origin,Tegal,1,,0.0,,,
origin,Edward,1,,0.0,,,
origin,Bontog,1,,0.0,,,
origin,G. Horsley & Co.; from Calmar,1,,0.0,,,
origin,Reppenhagen,1,,0.0,,,
origin,"Paskallavik - 148,579 pit props",1,,0.0,,,
origin,"Boston - 1,253 hardwood staves, 292 barrel staves",1,,0.0,,,
origin,"New Orleans - 1,219 hardwood staves",1,,0.0,,,
origin,Captivity,1,,0.0,,,
origin,Les Sables Français,1,,0.0,,,
origin,"Wintringham & Son; 793 lds. deals, battens and boards",1,,0.0,,,
origin,The Southella (s),1,,0.0,,,
origin,"H. E. Jordan ; 7,006 deals, 2,891 deals and ends",1,,0.0,,,
origin,St. Johns. N.B.,1,,0.0,,,
origin,"J. Kennedy & Co.; 198 bdls. 1,119 pcs. timber",1,,0.0,,,
origin,Newfoundland - pulpwood,1,,0.0,,,
origin,Newfoundland-pulpwood,1,,0.0,,,
origin,Cronstadt 95 lds. firewood,1,,0.0,,,
origin,Sa nenay River (at Bowling),1,,0.0,,,
origin,Edmiston & Mitchells; 750 bdls. s.m. stock Tower Hill,1,,0.0,,,
origin,D.anmen,1,,0.0,,,
origin,"Chatham and Newcastle, N.B.-from Chatham",1,,0.0,,,
origin,Nedervix,1,,0.0,,,
origin,"Antwerp-deals, &c.",1,,0.0,,,
origin,"Danzig-deals, sleepers",1,,0.0,,,
origin,"Xiania-poles, firewood",1,,0.0,,,
origin,"F'stadt-battens, balks",1,,0.0,,,
origin,"Drammen-battens, &c.",1,,0.0,,,
origin,Nynhamn-firewood,1,,0.0,,,
origin,"Ljusne-deals, battens",1,,0.0,,,
origin,"Swartwik-deals, boards",1,,0.0,,,
origin,Simo-deals,1,,0.0,,,
origin,Waya-firewood,1,,0.0,,,
origin,G'burg-mldngs.,1,,0.0,,,
origin,"Holmstadt-deals, &c.",1,,0.0,,,
origin,Arendal-boards,1,,0.0,,,
origin,P'burg-rickers,1,,0.0,,,
origin,"Drammen-boards, battens",1,,0.0,,,
origin,"Nordmaling-deals, battens",1,,0.0,,,
origin,"Gustafsberg-deals, &c.",1,,0.0,,,
origin,"Danzig-timber, oak, &c.",1,,0.0,,,
origin,"Krageroe-poles, battens",1,,0.0,,,
origin,"Sandarne-boards, deals",1,,0.0,,,
origin,"Swartwik-boards, &c.",1,,0.0,,,
origin,"Cronstadt-battens, deals",1,,0.0,,,
origin,"Ljusne-battens, &c.",1,,0.0,,,
origin,Randers-beech,1,,0.0,,,
origin,"Drammen-flrngs., &c.",1,,0.0,,,
origin,Hudikswall-wood goods,1,,0.0,,,
origin,Uddevalla-mouldings,1,,0.0,,,
origin,Pitea-firewd.,1,,0.0,,,
origin,Nyhamn-dls. &c.,1,,0.0,,,
origin,"St. Johu-deals, &c.",1,,0.0,,,
origin,Pensacola-timber,1,,0.0,,,
origin,Norway-boards,1,,0.0,,,
origin,"St.John-dls., &c.",1,,0.0,,,
origin,"Quebec-dls, &c.",1,,0.0,,,
origin,"Laurvig-boards, &c.",1,,0.0,,,
origin,"Tidnish, N.S.-deals, &c.",1,,0.0,,,
origin,Quebec-white oak & fir,1,,0.0,,,
origin,Quebec-hewn fir & oak staves,1,,0.0,,,
origin,Halmstadt-boards,1,,0.0,,,
origin,"Quebec-yel. pine deals, &c.",1,,0.0,,,
origin,"Arendal-tim., btns.",1,,0.0,,,
origin,"Saltvik-deals, &c.",1,,0.0,,,
origin,"Gothenburg-props, laths",1,,0.0,,,
origin,"Kylorn-deals, &c.",1,,0.0,,,
origin,"Gefle-btns., &c.",1,,0.0,,,
origin,Kragero-mining timber,1,,0.0,,,
origin,Pitea-timber,1,,0.0,,,
origin,Gefle-deals &c.,1,,0.0,,,
origin,"Xiansand-props, &c.",1,,0.0,,,
origin,"Oscarshamn - 5,792 pit props",1,,0.0,,,
origin,Aasgaarstrand,1,,0.0,,,
origin,"Stromstad - 17,943 pcs. pitwood",1,,0.0,,,
origin,"Allison, Cousland, & Co. ; 322 pcs. oak lumber",1,,0.0,,,
origin,"Bangkok & At Oban, Rosaline-battens",1,,0.0,,,
origin,Monsteras 285 lds. props,1,,0.0,,,
origin,Monsteras - 235 lds. props,1,,0.0,,,
origin,N'w York,1,,0.0,,,
origin,Harrison & Singleton ; 62 pcs. timber,1,,0.0,,,
origin,"22,030 pitprops",1,,0.0,,,
origin,"50,391 boards, 6,000 boards from Lund",1,,0.0,,,
origin,Johannédal,1,,0.0,,,
origin,192 lds. hewn fir,1,,0.0,,,
origin,"Hudikswall 200 lds. hewn fir, 121 lds sawn fir",1,,0.0,,,
origin,"Tadousac, at Bowline",1,,0.0,,,
origin,"Rafeo 19,470 deals and battens",1,,0.0,,,
origin,Lyggesund,1,,0.0,,,
origin,Porsgrund-part carg[?] Kincardine; 680 battens,1,,0.0,,,
origin,Bordeaux 18 lds. hoops,1,,0.0,,,
origin,Svano 908 lds. battens,1,,0.0,,,
origin,Orange Bluff,1,,0.0,,,
origin,"With, Webster, & Co.; 2,209 doz. battens, 100 prs. oars, 3 sticks, 10 doz. rickers",1,,0.0,,,
origin,Pontecost,1,,0.0,,,
origin,Batvik and Skuthamn,1,,0.0,,,
origin,"Pyman, Bell, & Co. ; 21,000 props",1,,0.0,,,
origin,E. Pritchard ; 419 props,1,,0.0,,,
origin,"Geo. Bradley & Co. ; 1,483 props",1,,0.0,,,
origin,"Order ; 31,574 pit props, 10,089 pit poles, 8,876 tram sleepers",1,,0.0,,,
origin,"New Orleans 1,228 staves",1,,0.0,,,
origin,New Orleans- 5[?] blocks,1,,0.0,,,
origin,"Memel- 18,829 hewn fir blocks, 1,400 sleepers",1,,0.0,,,
origin,Kingsgarden,1,,0.0,,,
origin,Langoer,1,,0.0,,,
origin,Antwerp-a quantity firewood,1,,0.0,,,
origin,"R. H. Dahl & Co.; 3,886 boards",1,,0.0,,,
origin,Nvhann,1,,0.0,,,
origin,Klippe,1,,0.0,,,
origin,Cape Tornestine,1,,0.0,,,
origin,Norsundet,1,,0.0,,,
origin,"Jacquit River, N.B.",1,,0.0,,,
origin,Knott & Co.; 115 lds. hewn fir laths,1,,0.0,,,
origin,"Pickard & Geary; 5,526 bdls. laths",1,,0.0,,,
origin,Soderkalix,1,,0.0,,,
origin,"R. Jones & Co.; 6,000 bdls. laths",1,,0.0,,,
origin,"Duncan, Ewing & Co.; 2,000 sawn p. deals, 3,108 p. deals and ends",1,,0.0,,,
origin,La Roche,1,,0.0,,,
origin,"217 pcs. logs timber, 104 planks",1,,0.0,,,
origin,Hambro’,1,,0.0,,,
origin,Prince Edward I.,1,,0.0,,,
origin,"32,084 pit-props, 12,722 sleepers",1,,0.0,,,
origin,"Venice, Trieste, and Fiume",1,,0.0,,,
origin,"Gothenburg-quantity pit-props, birch props, pit-poles",1,,0.0,,,
origin,Colbergermunde,1,,0.0,,,
origin,Amo,1,,0.0,,,
origin,"Allison, Cousland, & Hamilton; 50 walnut logs",1,,0.0,,,
origin,"Singleton, Dunn, & Co.; quantity spars and ends",1,,0.0,,,
origin,Strathbogie,1,,0.0,,,
origin,"Riga 4,111 deals",1,,0.0,,,
origin,"Riga 5,150 fir deals",1,,0.0,,,
origin,"Windau 4,001 deals and battens",1,,0.0,,,
origin,Skontvik,1,,0.0,,,
origin,Constadt,1,,0.0,,,
origin,Fremad,1,,0.0,,,
origin,Sundswall - 77 fms. firewood,1,,0.0,,,
origin,"Frankhald - 30 fms. firewood- Duus Brown & Co. ; 13,040 boards",1,,0.0,,,
origin,"Pitea - 13,886 deals and battens",1,,0.0,,,
origin,"Gothenburg-quantity pit-props, battens, boards, and sleepers, 35 pkgs. wood pulp",1,,0.0,,,
origin,Halso,1,,0.0,,,
origin,Aura[?],1,,0.0,,,
origin,Launay 126 lds. hewn fir,1,,0.0,,,
origin,Warberg - 127 lds. hewn props,1,,0.0,,,
origin,"Christiania - 45,143 sawn boards",1,,0.0,,,
origin,"Drammen - 49,806 pcs. sawn fir",1,,0.0,,,
origin,Halmstad-qty. props,1,,0.0,,,
origin,Gothenburg-qty. sleepers and props,1,,0.0,,,
origin,"Holmestrand 31,454 pit-props",1,,0.0,,,
origin,"Fredrikshald- 28,037 pit-props",1,,0.0,,,
origin,"Fredrikshald - 22,289 pit-props",1,,0.0,,,
origin,"Fredrikshald 1,377 deals, 25 lds. sawn, unrated",1,,0.0,,,
origin,"Krageroe 6,022 battens",1,,0.0,,,
origin,"Gothenburg-qty. deals, battens, boards, and sleepers",1,,0.0,,,
origin,Arendal- 324 pcs. mining timber,1,,0.0,,,
origin,"Halmstad - 9,022 pit-props",1,,0.0,,,
origin,"Rotterdam - 8,400 bdls. hoops",1,,0.0,,,
origin,Riga - 27 lds. deals,1,,0.0,,,
origin,Rotterdam 640 bdls. wood hoops,1,,0.0,,,
origin,"Fredrikshald - 38,094 pcs. fir",1,,0.0,,,
origin,"Gothenburg - 20,571 pit-props",1,,0.0,,,
origin,"Fredrikshald - 14,045 pit-props",1,,0.0,,,
origin,Gothenburg-qty. battens,1,,0.0,,,
origin,"Rafso - 41,705 props",1,,0.0,,,
origin,"Drontheim - 15,215 battens",1,,0.0,,,
origin,Christiansand-full and complete cargo props and round timber,1,,0.0,,,
origin,Ida,1,,0.0,,,
origin,Warborg,1,,0.0,,,
origin,Rawa,1,,0.0,,,
origin,Freyer @ Memel,1,,0.0,,,
origin,Kimouski,1,,0.0,,,
origin,Fredriksval,1,,0.0,,,
origin,Krasko,1,,0.0,,,
origin,Port Louise,1,,0.0,,,
origin,Fredshamn,1,,0.0,,,
origin,"Gothenburg-quantity props, boards, staves, and sleepers",1,,0.0,,,
origin,Vessels in port April 1st.,1,,0.0,,,
origin,"St. John, N.B., 24,414 deals and ends",1,,0.0,,,
