origin,destination,year,shipments
Drammen,Gloucester,1889,2
Drammen,Gloucester,1891,2
Drammen,Gloucester,1893,2
Drammen,Gloucester,1897,2
Drammen,Grangemouth,1887,2
Drammen,Grangemouth,1891,2
Drammen,Grangemouth,1897,2
Drammen,Granton,1875,2
Drammen,Granton,1877,2
Drammen,Granton,1879,2
Drammen,Granton,1883,2
Drammen,Greenock,1874,2
Drammen,Grimsby,1881,2
Drammen,Grimsby,1889,2
Drammen,Harwich,1893,2
Drammen,Hull,1875,2
Drammen,Ipswich,1881,2
Drammen,Ipswich,1883,2
Drammen,Ipswich,1893,2
Drammen,Ipswich,1897,2
Drammen,King's Lynn,1883,2
Drammen,King's Lynn,1899,2
Drammen,Kirkcaldy,1897,2
Drammen,LANCASTER,1887,2
Drammen,LANCASTER,1891,2
Drammen,LERWICK,1889,2
Drammen,LITTLEHAMPTON,1895,2
Drammen,LOWESTOFT,1887,2
Drammen,LOWESTOFT,1891,2
Drammen,LOWESTOFT,1893,2
Drammen,LOWESTOFT,1895,2
Drammen,LOWESTOFT,1897,2
Drammen,LOWESTOFT,1899,2
Drammen,Leith,1879,2
Drammen,Limerick,1897,2
Drammen,Liverpool,1874,2
Drammen,Liverpool,1896,2
Drammen,Llanelli,1891,2
Drammen,London,1890,2
Drammen,Londonderry,1889,2
Drammen,MANCHESTER,1897,2
Drammen,Maryport,1889,2
Drammen,Middlesbrough,1891,2
Drammen,Middlesbrough,1893,2
Drammen,Middlesbrough,1895,2
Drammen,Middlesbrough,1897,2
Drammen,Milford Haven,1883,2
Drammen,Newcastle upon Tyne,1875,2
Drammen,Newport,1895,2
Drammen,Newport,1899,2
Drammen,Plymouth,1885,2
Drammen,Plymouth,1891,2
Drammen,Poole,1885,2
Drammen,Poole,1887,2
Drammen,Preston,1895,2
Drammen,Preston,1897,2
Drammen,RAMSGATE,1881,2
Drammen,RAMSGATE,1887,2
Drammen,Rochester,1888,2
Drammen,SCARBOROUGH,1895,2
Drammen,STORNOWAY,1881,2
Drammen,STRANRAER,1887,2
Drammen,STRANRAER,1891,2
Drammen,Southampton,1879,2
Drammen,Southampton,1883,2
Drammen,Southampton,1899,2
Drammen,Sunderland,1879,2
Drammen,Sunderland,1897,2
Drammen,Swansea,1887,2
Drammen,Swansea,1891,2
Drammen,Teignmouth,1891,2
Drammen,Tralee,1897,2
Drammen,WIGTOWN,1881,2
Drammen,WIGTOWN,1883,2
Drammen,WISBECH,1881,2
Drammen,Weymouth,1883,2
Drammen,Weymouth,1887,2
Drammen,Whitehaven,1887,2
Drammen,Whitehaven,1891,2
Drammen,Yarmouth,1879,2
Drammen,Yarmouth,1881,2
Drobak,Alloa,1885,2
Drobak,Borrowstounness,1883,2
Drobak,Borrowstounness,1891,2
Drobak,Borrowstounness,1899,2
Drobak,Hartlepool,1899,2
Drobak,Hartlepool (West),1881,2
Drobak,Hartlepool (West),1897,2
Drobak,Kirkcaldy,1891,2
Drobak,Tyne Ports,1881,2
Drogheda,Gloucester,1879,2
Dumfries,Dublin,1885,2
Dunkirk,Hull,1895,2
Dunkirk,London,1889,2
Dunkirk,London,1891,2
Dunkirk,Rochester,1889,2
Dunkirk,Tyne Ports,1895,2
Economy,Belfast,1883,2
Economy,Dublin,1883,2
Egersund,Leith,1883,2
Essvik,Grangemouth,1881,2
Essvik,Grangemouth,1883,2
FREDRIKSTAD,Folkestone,1893,2
FREDRIKSTAD,Grimsby,1892,2
FREDRIKSTAD,London,1895,2
Fagervik,Grangemouth,1885,2
Fagervik,Grangemouth,1889,2
Fagervik,Grimsby,1889,2
Fagervik,Hull,1897,2
Falkenberg,Aberdeen,1897,2
Falkenberg,Alloa,1899,2
Falkenberg,BLYTH,1893,2
Falkenberg,BLYTH,1897,2
Falkenberg,Charlestown,1881,2
Falkenberg,Grangemouth,1877,2
Falkenberg,Grangemouth,1881,2
Falkenberg,Grangemouth,1897,2
Falkenberg,Granton,1895,2
Falkenberg,Grimsby,1893,2
Falkenberg,Hartlepool (West),1881,2
Falkenberg,Hartlepool (West),1891,2
Falkenberg,Hull,1887,2
Falkenberg,Inverkeithing,1877,2
Falkenberg,Inverness,1887,2
Falkenberg,Kirkcaldy,1885,2
Falkenberg,Kirkcaldy,1893,2
Falkenberg,Leith,1883,2
Falkenberg,Methil,1893,2
Falkenberg,Newport,1895,2
Falkenberg,Sunderland,1897,2
Falkenberg,Tyne Ports,1895,2
Falkenberg,Wick,1891,2
Falkenberg,Yarmouth,1887,2
Fernandina,Dover,1881,2
Fernandina,Greenock,1887,2
Fernandina,WISBECH,1881,2
Fernandina,Yarmouth,1885,2
Figeholm,Aberdeen,1895,2
Figeholm,Alloa,1895,2
Figeholm,Alloa,1899,2
Figeholm,Borrowstounness,1897,2
Figeholm,Middlesbrough,1883,2
Figeholm,Middlesbrough,1887,2
Figeholm,Sunderland,1881,2
Figeholm,Tyne Ports,1893,2
Figeholm,Tyne Ports,1895,2
Finnklippan,Dover,1887,2
Finnklippan,LITTLEHAMPTON,1887,2
Fredrikshald,Ardrossan,1883,2
Fredrikshald,Hartlepool (West),1898,2
Fredrikshald,Liverpool,1881,2
Fredrikshamn,Aberdeen,1893,2
Fredrikshamn,Goole,1893,2
Fredrikshamn,Grimsby,1885,2
Fredrikshamn,Grimsby,1899,2
Fredrikshamn,Hull,1875,2
Fredrikshamn,Hull,1893,2
Fredrikshamn,Hull,1897,2
Fredrikshamn,Kirkcaldy,1887,2
Fredrikshamn,Leith,1887,2
Fredrikshamn,London,1885,2
Fredrikshamn,London,1889,2
Fredrikshamn,Middlesbrough,1899,2
Fredrikshamn,Montrose,1889,2
Fredrikshamn,Sunderland,1899,2
Fredrikshamn,Tyne Ports,1895,2
Fredrikstad,Aberdeen,1893,2
Fredrikstad,Aberdeen,1895,2
Fredrikstad,Aberdeen,1897,2
Fredrikstad,Aberystwyth,1885,2
Fredrikstad,Aberystwyth,1889,2
Fredrikstad,Aberystwyth,1899,2
Fredrikstad,Arbroath,1885,2
Fredrikstad,BARNSTAPLE,1885,2
Fredrikstad,BARNSTAPLE,1889,2
Fredrikstad,BARNSTAPLE,1897,2
Fredrikstad,BEAUMARIS,1891,2
Fredrikstad,BEAUMARIS,1897,2
Fredrikstad,Barrow-in-Furness,1887,2
Fredrikstad,Belfast,1885,2
Fredrikstad,Borrowstounness,1874,2
Fredrikstad,Borrowstounness,1883,2
Fredrikstad,Borrowstounness,1885,2
Fredrikstad,Boston,1891,2
Fredrikstad,Boston,1899,2
Fredrikstad,Bridgwater,1897,2
Fredrikstad,Bridgwater,1899,2
Fredrikstad,CARDIGAN,1885,2
Fredrikstad,COWES,1881,2
Fredrikstad,Caernarfon,1883,2
Fredrikstad,Caernarfon,1885,2
Fredrikstad,Caernarfon,1893,2
Fredrikstad,Caernarfon,1899,2
Fredrikstad,Chester,1887,2
Fredrikstad,Colchester,1891,2
Fredrikstad,Colchester,1893,2
Fredrikstad,Colchester,1899,2
Fredrikstad,Cork,1889,2
Fredrikstad,DOUGLAS,1891,2
Fredrikstad,Dublin,1881,2
Fredrikstad,Dundalk,1895,2
Fredrikstad,Dundee,1875,2
Fredrikstad,Dundee,1877,2
Fredrikstad,EXETER,1891,2
Fredrikstad,EXETER,1895,2
Fredrikstad,FAVERSHAM,1885,2
Fredrikstad,FAVERSHAM,1895,2
Fredrikstad,FOWEY,1891,2
Fredrikstad,Falmouth,1881,2
Fredrikstad,Falmouth,1883,2
Fredrikstad,Falmouth,1895,2
Fredrikstad,Falmouth,1899,2
Fredrikstad,Fleetwood,1889,2
Fredrikstad,Fleetwood,1893,2
Fredrikstad,Fleetwood,1895,2
Fredrikstad,Fleetwood,1897,2
Fredrikstad,Folkestone,1897,2
Fredrikstad,Goole,1891,2
Fredrikstad,Grangemouth,1874,2
Fredrikstad,Grangemouth,1885,2
Fredrikstad,Grangemouth,1889,2
Fredrikstad,Grangemouth,1897,2
Fredrikstad,Granton,1899,2
Fredrikstad,Grimsby,1893,2
Fredrikstad,Grimsby,1895,2
Fredrikstad,Hartlepool (West),1874,2
Fredrikstad,Hartlepool (West),1885,2
Fredrikstad,Hartlepool (West),1899,2
Fredrikstad,Hull,1887,2
Fredrikstad,Ipswich,1887,2
Fredrikstad,King's Lynn,1889,2
Fredrikstad,King's Lynn,1891,2
Fredrikstad,King's Lynn,1895,2
Fredrikstad,King's Lynn,1897,2
Fredrikstad,Kirkcaldy,1897,2
Fredrikstad,LANCASTER,1887,2
Fredrikstad,LANCASTER,1889,2
Fredrikstad,LANCASTER,1899,2
Fredrikstad,LITTLEHAMPTON,1895,2
Fredrikstad,LOWESTOFT,1883,2
Fredrikstad,Leith,1875,2
Fredrikstad,Leith,1881,2
Fredrikstad,Leith,1891,2
Fredrikstad,Leith,1897,2
Fredrikstad,Leith,1899,2
Fredrikstad,Limerick,1895,2
Fredrikstad,Liverpool,1882,2
Fredrikstad,Liverpool,1886,2
Fredrikstad,Llanelli,1885,2
Fredrikstad,Llanelli,1893,2
Fredrikstad,Londonderry,1895,2
Fredrikstad,Middlesbrough,1893,2
Fredrikstad,Middlesbrough,1899,2
Fredrikstad,Milford Haven,1887,2
Fredrikstad,NEWHAVEN,1881,2
Fredrikstad,NEWHAVEN,1885,2
Fredrikstad,NEWHAVEN,1887,2
Fredrikstad,NEWHAVEN,1893,2
Fredrikstad,Newport,1885,2
Fredrikstad,Newport,1891,2
Fredrikstad,Newport,1895,2
Fredrikstad,Newry,1883,2
Fredrikstad,PENZANCE,1882,2
Fredrikstad,PENZANCE,1883,2
Fredrikstad,PENZANCE,1887,2
Fredrikstad,PENZANCE,1899,2
Fredrikstad,Peterhead,1895,2
Fredrikstad,Plymouth,1883,2
Fredrikstad,Plymouth,1887,2
Fredrikstad,Plymouth,1889,2
Fredrikstad,Plymouth,1893,2
Fredrikstad,Plymouth,1897,2
Fredrikstad,Poole,1879,2
Fredrikstad,Portsmouth,1889,2
Fredrikstad,Portsmouth,1891,2
Fredrikstad,Portsmouth,1897,2
Fredrikstad,RAMSGATE,1897,2
Fredrikstad,Rochester,1897,2
Fredrikstad,STORNOWAY,1889,2
Fredrikstad,STRANRAER,1885,2
Fredrikstad,Shoreham,1883,2
Fredrikstad,Shoreham,1885,2
Fredrikstad,Shoreham,1891,2
Fredrikstad,Shoreham,1895,2
Fredrikstad,Shoreham,1897,2
Fredrikstad,Shoreham,1899,2
Fredrikstad,Southampton,1881,2
Fredrikstad,Southampton,1889,2
Fredrikstad,Sunderland,1881,2
Fredrikstad,Sunderland,1891,2
Fredrikstad,Swansea,1888,2
Fredrikstad,Swansea,1891,2
Fredrikstad,Swansea,1900,2
Fredrikstad,Teignmouth,1895,2
Fredrikstad,Tralee,1895,2
Fredrikstad,Truro,1881,2
Fredrikstad,Tyne Ports,1900,2
Fredrikstad,WIGTOWN,1881,2
Fredrikstad,Waterford,1885,2
Fredrikstad,Waterford,1891,2
Fredrikstad,Waterford,1895,2
Fredrikstad,Wexford,1885,2
Fredrikstad,Wexford,1891,2
Fredrikstad,Wexford,1899,2
Fredrikstad,Whitby,1889,2
Fredrikstad,Wick,1893,2
Fredrikstad,Yarmouth,1883,2
Fredriksvern,Aberdeen,1891,2
Fredriksvern,Borrowstounness,1881,2
Fredriksvern,Greenock,1881,2
Fredriksvern,Hartlepool (West),1889,2
Fremantle,London,1900,2
Galveston,Liverpool,1877,2
Galveston,Liverpool,1887,2
Gamleby,Boston,1897,2
Gamleby,FOWEY,1885,2
Gamleby,Hartlepool (West),1887,2
Gamleby,Hull,1895,2
Gamleby,London,1895,2
Gamleby,London,1897,2
Gdańsk,Hartlepool (West),1881,2
Gdańsk,London,1883,2
Gefle,Aberdeen,1891,2
Gefle,Aberystwyth,1897,2
Gefle,Alloa,1893,2
Gefle,BARNSTAPLE,1899,2
Gefle,Barrow-in-Furness,1881,2
Gefle,Barrow-in-Furness,1887,2
Gefle,Barrow-in-Furness,1895,2
Gefle,Boston,1893,2
Gefle,Boston,1897,2
Gefle,Boston,1899,2
Gefle,Bridgwater,1881,2
Gefle,Bristol,1877,2
Gefle,Cardiff,1883,2
Gefle,Cardiff,1885,2
Gefle,DOUGLAS,1889,2
Gefle,Dover,1887,2
Gefle,Dublin,1883,2
Gefle,Dundee,1879,2
Gefle,FAVERSHAM,1881,2
Gefle,FAVERSHAM,1891,2
Gefle,Fleetwood,1891,2
Gefle,Folkestone,1885,2
Gefle,Folkestone,1887,2
Gefle,Folkestone,1889,2
Gefle,Folkestone,1893,2
Gefle,Gloucester,1883,2
Gefle,Gloucester,1885,2
Gefle,Gloucester,1889,2
Gefle,Goole,1889,2
Gefle,Grangemouth,1883,2
Gefle,Grangemouth,1893,2
Gefle,Granton,1875,2
Gefle,Granton,1881,2
Gefle,Hartlepool (West),1887,2
Gefle,Harwich,1885,2
Gefle,Harwich,1889,2
Gefle,Inverness,1891,2
Gefle,Ipswich,1893,2
Gefle,King's Lynn,1883,2
Gefle,King's Lynn,1885,2
Gefle,King's Lynn,1891,2
Gefle,King's Lynn,1897,2
Gefle,LANCASTER,1899,2
Gefle,LITTLEHAMPTON,1889,2
Gefle,LOWESTOFT,1881,2
Gefle,LOWESTOFT,1895,2
Gefle,LOWESTOFT,1897,2
Gefle,Liverpool,1875,2
Gefle,Liverpool,1883,2
Gefle,Liverpool,1885,2
Gefle,London,1896,2
Gefle,Lynn,1879,2
Gefle,MANCHESTER,1895,2
Gefle,Middlesbrough,1889,2
Gefle,Middlesbrough,1893,2
Gefle,Newcastle,1879,2
Gefle,Newport,1895,2
Gefle,Newport,1897,2
Gefle,Plymouth,1887,2
Gefle,Plymouth,1893,2
Gefle,Plymouth,1897,2
Gefle,Poole,1883,2
Gefle,Poole,1891,2
Gefle,Poole,1893,2
Gefle,Poole,1895,2
Gefle,Portsmouth,1883,2
Gefle,RYE,1881,2
Gefle,Rochester,1881,2
Gefle,Rochester,1891,2
Gefle,Rochester,1897,2
Gefle,SCARBOROUGH,1887,2
Gefle,Shoreham,1885,2
Gefle,Southampton,1879,2
Gefle,Southampton,1885,2
Gefle,Stockton,1885,2
Gefle,Stockton,1888,2
Gefle,Sunderland,1885,2
Gefle,Swansea,1883,2
Gefle,WIGTOWN,1881,2
Gefle,WISBECH,1881,2
Gefle,Wick,1885,2
Gefle,Yarmouth,1881,2
Gefle,Yarmouth,1887,2
Gefle,Yarmouth,1889,2
Gefle,Yarmouth,1897,2
Genoa,Glasgow,1897,2
Genoa,Liverpool,1891,2
Genoa,London,1874,2
Genoa,London,1875,2
Gnarp,Hull,1887,2
Gothenburg,Aberdeen,1884,2
Gothenburg,Aberdeen,1885,2
Gothenburg,Aberdeen,1891,2
Gothenburg,Aberdeen,1897,2
Gothenburg,Ardrossan,1893,2
Gothenburg,Ardrossan,1897,2
Gothenburg,Ardrossan,1899,2
Gothenburg,Ayr,1891,2
Gothenburg,BARNSTAPLE,1895,2
Gothenburg,BLYTH,1899,2
Gothenburg,Banff,1893,2
Gothenburg,Barrow-in-Furness,1897,2
Gothenburg,Belfast,1881,2
Gothenburg,Belfast,1891,2
Gothenburg,Berwick-upon-Tweed,1893,2
Gothenburg,Berwick-upon-Tweed,1895,2
Gothenburg,Bo'ness,1877,2
Gothenburg,Borrowstounness,1883,2
Gothenburg,Boston,1895,2
Gothenburg,Boston,1897,2
Gothenburg,Bristol,1899,2
Gothenburg,COWES,1885,2
Gothenburg,COWES,1887,2
Gothenburg,COWES,1889,2
Gothenburg,COWES,1893,2
Gothenburg,Colchester,1897,2
Gothenburg,DARTMOUTH,1883,2
Gothenburg,DARTMOUTH,1891,2
Gothenburg,DOUGLAS,1887,2
Gothenburg,DOUGLAS,1891,2
Gothenburg,Dundee,1885,2
Gothenburg,Dundee,1891,2
Gothenburg,Dundee,1895,2
Gothenburg,EXETER,1881,2
Gothenburg,EXETER,1889,2
Gothenburg,EXETER,1893,2
Gothenburg,EXETER,1895,2
Gothenburg,EXETER,1897,2
Gothenburg,FAVERSHAM,1893,2
Gothenburg,FOWEY,1895,2
Gothenburg,Falmouth,1891,2
Gothenburg,Falmouth,1897,2
Gothenburg,Fleetwood,1889,2
Gothenburg,Fleetwood,1893,2
Gothenburg,Glasgow,1884,2
Gothenburg,Glasgow,1892,2
Gothenburg,Grangemouth,1889,2
Gothenburg,Granton,1884,2
Gothenburg,Greenock,1875,2
Gothenburg,Greenock,1897,2
Gothenburg,Grimsby,1896,2
Gothenburg,Hartlepool,1893,2
Gothenburg,Hartlepool,1895,2
Gothenburg,Hartlepool (West),1898,2
Gothenburg,Hull,1896,2
Gothenburg,Hull,1898,2
Gothenburg,Inverness,1883,2
Gothenburg,Inverness,1889,2
Gothenburg,Ipswich,1887,2
Gothenburg,Ipswich,1895,2
Gothenburg,Ipswich,1897,2
Gothenburg,Kirkcaldy,1881,2
Gothenburg,Kirkcaldy,1885,2
Gothenburg,LANCASTER,1883,2
Gothenburg,LERWICK,1887,2
Gothenburg,LOWESTOFT,1881,2
Gothenburg,LOWESTOFT,1897,2
Gothenburg,Leith,1877,2
Gothenburg,Leith,1879,2
Gothenburg,Leith,1897,2
Gothenburg,Limerick,1883,2
Gothenburg,Liverpool,1884,2
Gothenburg,Liverpool,1890,2
Gothenburg,Liverpool,1892,2
Gothenburg,Liverpool,1900,2
Gothenburg,Llanelli,1881,2
Gothenburg,Llanelli,1895,2
Gothenburg,London,1888,2
Gothenburg,London,1896,2
Gothenburg,Londonderry,1899,2
Gothenburg,Lynn,1879,2
Gothenburg,Milford Haven,1887,2
Gothenburg,Milford Haven,1897,2
Gothenburg,Milford Haven,1899,2
Gothenburg,NEWHAVEN,1897,2
Gothenburg,Newcastle,1879,2
Gothenburg,Newport,1877,2
Gothenburg,Newport,1899,2
Gothenburg,PENZANCE,1883,2
Gothenburg,PENZANCE,1895,2
Gothenburg,PENZANCE,1899,2
Gothenburg,Plymouth,1897,2
Gothenburg,Plymouth,1899,2
Gothenburg,Poole,1891,2
Gothenburg,Portsmouth,1889,2
Gothenburg,Portsmouth,1897,2
Gothenburg,Portsmouth,1899,2
Gothenburg,RAMSGATE,1885,2
Gothenburg,Rochester,1883,2
Gothenburg,Rochester,1897,2
Gothenburg,SCARBOROUGH,1883,2
Gothenburg,SCARBOROUGH,1887,2
Gothenburg,SCARBOROUGH,1897,2
Gothenburg,STOCKHOLM,1891,2
Gothenburg,Shoreham,1889,2
Gothenburg,Shoreham,1891,2
Gothenburg,Sligo,1884,2
Gothenburg,Sunderland,1882,2
Gothenburg,Sunderland,1890,2
Gothenburg,Swansea,1883,2
Gothenburg,Swansea,1895,2
Gothenburg,Swansea,1897,2
Gothenburg,Teignmouth,1885,2
Gothenburg,Teignmouth,1887,2
Gothenburg,Teignmouth,1889,2
Gothenburg,Teignmouth,1893,2
Gothenburg,Teignmouth,1897,2
Gothenburg,Troon,1885,2
Gothenburg,Troon,1893,2
Gothenburg,Tyne Ports,1876,2
Gothenburg,WIGTOWN,1891,2
Gothenburg,WISBECH,1881,2
Gothenburg,WISBECH,1885,2
Gothenburg,Weymouth,1895,2
Gothenburg,Whitby,1887,2
Gothenburg,Whitby,1889,2
Gothenburg,Wick,1891,2
Gothenburg,Yarmouth,1892,2
Grimsby,King's Lynn,1883,2
Grimstad,Alloa,1885,2
Grimstad,Borrowstounness,1897,2
Grimstad,Boston,1887,2
Grimstad,Boston,1897,2
Grimstad,Cardiff,1885,2
Grimstad,Cardiff,1891,2
Grimstad,Colchester,1895,2
Grimstad,Fraserburgh,1881,2
Grimstad,Grimsby,1883,2
Grimstad,Grimsby,1887,2
Grimstad,Hull,1897,2
Grimstad,Hull,1899,2
Grimstad,King's Lynn,1887,2
Grimstad,Leith,1887,2
Grimstad,Liverpool,1889,2
Grimstad,Liverpool,1893,2
Grimstad,London,1887,2
Grimstad,Newcastle upon Tyne,1879,2
Grimstad,Newport,1895,2
Grimstad,Newport,1897,2
Grimstad,Peterhead,1885,2
Grimstad,Tyne Ports,1885,2
Grimstad,Tyne Ports,1887,2
Grimstad,Tyne Ports,1895,2
Grimstad,Tyne Ports,1897,2
Guysborough,London,1883,2
Göteborg,Dundee,1879,2
Göteborg,Grangemouth,1887,2
Göteborg,Granton,1879,2
Göteborg,Leith,1875,2
Göteborg,Liverpool,1897,2
Halden,Alloa,1892,2
Halden,Alloa,1897,2
Halden,Arbroath,1893,2
Halden,Ardrossan,1885,2
Halden,Ayr,1893,2
Halden,BEAUMARIS,1893,2
Halden,Barrow-in-Furness,1885,2
Halden,Belfast,1899,2
Halden,Bo'ness,1897,2
Halden,Bridgwater,1885,2
Halden,Bridgwater,1891,2
Halden,Bridgwater,1895,2
Halden,Bristol,1883,2
Halden,Bristol,1889,2
Halden,Bristol,1895,2
Halden,Bristol,1897,2
Halden,Cardiff,1891,2
Halden,Cardiff,1899,2
Halden,Colchester,1895,2
Halden,Colchester,1899,2
Halden,Cork,1893,2
Halden,Dublin,1885,2
Halden,Dublin,1887,2
Halden,Dublin,1891,2
Halden,Dublin,1893,2
Halden,EXETER,1899,2
Halden,Fraserburgh,1899,2
Halden,Gloucester,1889,2
Halden,Gloucester,1891,2
Halden,Gloucester,1893,2
Halden,Grangemouth,1884,2
Halden,Granton,1883,2
Halden,Granton,1885,2
Halden,Granton,1887,2
Halden,Granton,1893,2
Halden,Greenock,1881,2
Halden,Grimsby,1885,2
Halden,Hartlepool (West),1890,2
Halden,Hartlepool (West),1891,2
Halden,Hartlepool (West),1895,2
Halden,Harwich,1897,2
Halden,Hull,1890,2
Halden,Ipswich,1881,2
Halden,Ipswich,1883,2
Halden,Ipswich,1893,2
Halden,Kirkcaldy,1884,2
Halden,Leith,1885,2
Halden,Limerick,1899,2
Halden,Liverpool,1885,2
Halden,London,1875,2
Halden,Methil,1893,2
Halden,Methil,1899,2
Halden,Newport,1895,2
Halden,Plymouth,1885,2
Halden,Plymouth,1889,2
Halden,Plymouth,1897,2
Halden,Plymouth,1899,2
Halden,Poole,1887,2
Halden,Poole,1899,2
Halden,Portsmouth,1899,2
Halden,Preston,1893,2
Halden,RAMSGATE,1887,2
Halden,Rochester,1881,2
Halden,Rochester,1885,2
Halden,Rochester,1891,2
Halden,Southampton,1887,2
Halden,Sunderland,1877,2
Halden,Sunderland,1891,2
Halden,Sunderland,1899,2
Halden,Swansea,1899,2
Halden,Troon,1887,2
Halden,Troon,1895,2
Halden,Truro,1899,2
Halden,Waterford,1893,2
Halden,Yarmouth,1895,2
Halifax,Ayr,1889,2
Halifax,BEAUMARIS,1897,2
Halifax,Belfast,1883,2
Halifax,Bristol,1881,2
Halifax,Bristol,1891,2
Halifax,Bristol,1897,2
Halifax,Bristol,1899,2
Halifax,Caernarfon,1889,2
Halifax,Cardiff,1887,2
Halifax,Cardiff,1891,2
Halifax,Cardiff,1893,2
Halifax,Cardiff,1895,2
Halifax,Chester,1887,2
Halifax,Dublin,1897,2
Halifax,Fleetwood,1883,2
Halifax,Fleetwood,1891,2
Halifax,Fleetwood,1897,2
Halifax,Glasgow,1874,2
Halifax,Glasgow,1889,2
Halifax,Glasgow,1899,2
Halifax,Gloucester,1893,2
Halifax,Gloucester,1895,2
Halifax,Gloucester,1897,2
Halifax,Hull,1874,2
Halifax,Hull,1899,2
Halifax,Irvine,1895,2
Halifax,Irvine,1897,2
Halifax,LANCASTER,1881,2
Halifax,LANCASTER,1889,2
Halifax,LANCASTER,1897,2
Halifax,Llanelli,1887,2
Halifax,Llanelli,1891,2
Halifax,London,1874,2
Halifax,London,1890,2
Halifax,MANCHESTER,1895,2
Halifax,MANCHESTER,1899,2
Halifax,Newry,1889,2
Halifax,Plymouth,1895,2
Halifax,Swansea,1883,2
Halifax,Swansea,1887,2
Halifax,Swansea,1889,2
Halifax,Swansea,1896,2
Halifax,Troon,1883,2
Halifax,Whitby,1897,2
Halifax,Whitehaven,1884,2
Hallsta,Alloa,1893,2
Hallsta,Berwick-upon-Tweed,1893,2
Hallsta,Cardiff,1881,2
Hallsta,Dover,1895,2
Hallsta,FAVERSHAM,1895,2
Hallsta,Hull,1883,2
Hallsta,Hull,1889,2
Hallsta,Ipswich,1899,2
Hallsta,Sunderland,1887,2
Hallsta,Tyne Ports,1885,2
Hallsta,Tyne Ports,1899,2
Hallsta,Yarmouth,1887,2
Halmstad,Aberdeen,1897,2
Halmstad,Alloa,1892,2
Halmstad,BLYTH,1893,2
Halmstad,Barrow-in-Furness,1879,2
Halmstad,Barrow-in-Furness,1881,2
Halmstad,Belfast,1889,2
Halmstad,Borrowstounness,1877,2
Halmstad,Borrowstounness,1890,2
Halmstad,Cardiff,1881,2
Halmstad,Cardiff,1882,2
Halmstad,Dundee,1893,2
Halmstad,FAVERSHAM,1891,2
Halmstad,Granton,1895,2
Halmstad,Grimsby,1892,2
Halmstad,Hartlepool (West),1881,2
Halmstad,Hartlepool (West),1898,2
Halmstad,Hull,1898,2
Halmstad,King's Lynn,1895,2
Halmstad,Kirkcaldy,1891,2
Halmstad,Leith,1893,2
Halmstad,London,1897,2
Halmstad,London,1899,2
Halmstad,London,1900,2
Halmstad,NEWHAVEN,1889,2
Halmstad,Newport,1881,2
Halmstad,Newport,1897,2
Halmstad,Preston,1897,2
Halmstad,Rochester,1883,2
Halmstad,Southampton,1899,2
Halmstad,Swansea,1891,2
Halmstad,Swansea,1893,2
Halmstad,Tyne Ports,1892,2
Halmstad,Tyne Ports,1897,2
Halmstad,Wexford,1893,2
Halmstad,Whitehaven,1881,2
Halmstad,Yarmouth,1885,2
Hamburg,Aberdeen,1891,2
Hamburg,Belfast,1897,2
Hamburg,Borrowstounness,1898,2
Hamburg,Cardiff,1899,2
Hamburg,Cork,1899,2
Hamburg,Falmouth,1891,2
Hamburg,Grangemouth,1897,2
Hamburg,Grimsby,1885,2
Hamburg,Grimsby,1899,2
Hamburg,Hartlepool (West),1881,2
Hamburg,Hartlepool (West),1887,2
Hamburg,Hull,1874,2
Hamburg,Hull,1897,2
Hamburg,King's Lynn,1884,2
Hamburg,Leith,1891,2
Hamburg,Liverpool,1885,2
Hamburg,Liverpool,1887,2
Hamburg,Liverpool,1898,2
Hamburg,Llanelli,1897,2
Hamburg,London,1874,2
Hamburg,London,1890,2
Hamburg,Newcastle upon Tyne,1879,2
Hamburg,Plymouth,1891,2
Hamburg,Portsmouth,1891,2
Hamburg,Sunderland,1877,2
Hamburg,Sunderland,1887,2
Hamburg,Sunderland,1891,2
Hamburg,Sunderland,1893,2
Hamburg,Tyne Ports,1875,2
Hamburg,Tyne Ports,1899,2
Hango,Grangemouth,1877,2
Hango,Hartlepool (West),1895,2
Hango,Hartlepool (West),1897,2
Hango,Hull,1874,2
Hango,Hull,1889,2
Hango,Hull,1890,2
Hango,Hull,1896,2
Hango,London,1897,2
Haparanda,Dundee,1885,2
Haparanda,Grimsby,1889,2
Haparanda,Hartlepool (West),1885,2
Haparanda,Hull,1879,2
Haparanda,Hull,1881,2
Haparanda,Hull,1899,2
Haparanda,Leith,1883,2
Haparanda,Liverpool,1897,2
Haparanda,London,1874,2
Haparanda,London,1885,2
Haparanda,Newport,1895,2
Haparanda,Rochester,1887,2
Haparanda,Shoreham,1893,2
Haparanda,Sunderland,1893,2
Haparanda,WISBECH,1881,2
Harnas,Bridgwater,1895,2
Harnas,Grimsby,1897,2
Harnas,Hartlepool (West),1885,2
Harnas,Hull,1879,2
Harnas,Liverpool,1895,2
Harnas,London,1889,2
Harnas,Newport,1887,2
Harvey,Preston,1893,2
Helsingfors,Aberdeen,1897,2
Helsingfors,Ayr,1895,2
Helsingfors,Colchester,1889,2
Helsingfors,Colchester,1895,2
Helsingfors,Dundee,1899,2
Helsingfors,Grangemouth,1885,2
Helsingfors,Grangemouth,1893,2
Helsingfors,Granton,1885,2
Helsingfors,Grimsby,1881,2
Helsingfors,Grimsby,1891,2
