origin,destination,year,shipments
Klaipeda,Tyne Ports,1877,1
Klaipeda,Tyne Ports,1896,1
Klaipeda,Tyne Ports,1898,1
Klaipeda,WISBEACH,1897,1
Klaipeda,WISBECH,1890,1
Klaipeda,WISBECH,1893,1
Klaipeda,WISBECH,1899,1
Klaipeda,Waterford,1881,1
Klaipeda,Wexford,1881,1
Klaipeda,Wexford,1889,1
Klaipeda,Wick,1883,1
Klaipeda,Wick,1885,1
Klaipeda,Yarmouth,1884,1
Konigsberg,Arbroath,1893,1
Konigsberg,Ayr,1887,1
Konigsberg,Ayr,1891,1
Konigsberg,Banff,1883,1
Konigsberg,Barrow-in-Furness,1897,1
Konigsberg,Barrow-in-Furness,1898,1
Konigsberg,Belfast,1881,1
Konigsberg,Birkenhead,1897,1
Konigsberg,Bo'ness,1895,1
Konigsberg,Boston,1885,1
Konigsberg,Bristol,1885,1
Konigsberg,Cardiff,1883,1
Konigsberg,Cardiff,1885,1
Konigsberg,Cardiff,1887,1
Konigsberg,Dublin,1885,1
Konigsberg,EXETER,1899,1
Konigsberg,Fleetwood,1887,1
Konigsberg,Fraserburgh,1881,1
Konigsberg,Glasgow,1883,1
Konigsberg,Goole,1885,1
Konigsberg,Goole,1897,1
Konigsberg,Grangemouth,1883,1
Konigsberg,Granton,1887,1
Konigsberg,Granton,1893,1
Konigsberg,Granton,1897,1
Konigsberg,Greenhithe,1885,1
Konigsberg,Greenhithe,1887,1
Konigsberg,Greenock,1893,1
Konigsberg,Grimsby,1879,1
Konigsberg,Grimsby,1887,1
Konigsberg,Grimsby,1892,1
Konigsberg,Hartlepool (West),1877,1
Konigsberg,Hartlepool (West),1884,1
Konigsberg,Harwich,1897,1
Konigsberg,Hull,1875,1
Konigsberg,Hull,1880,1
Konigsberg,Hull,1884,1
Konigsberg,Hull,1888,1
Konigsberg,Hull,1892,1
Konigsberg,Inverness,1884,1
Konigsberg,King's Lynn,1881,1
Konigsberg,King's Lynn,1883,1
Konigsberg,Kirkcaldy,1889,1
Konigsberg,Kirkcaldy,1891,1
Konigsberg,Kirkcaldy,1897,1
Konigsberg,Kirkcaldy,1899,1
Konigsberg,LERWICK,1883,1
Konigsberg,LERWICK,1885,1
Konigsberg,LITTLEHAMPTON,1897,1
Konigsberg,LOWESTOFT,1889,1
Konigsberg,LOWESTOFT,1897,1
Konigsberg,Leith,1874,1
Konigsberg,Leith,1877,1
Konigsberg,Leith,1885,1
Konigsberg,Leith,1893,1
Konigsberg,Leith,1895,1
Konigsberg,Leith,1897,1
Konigsberg,Liverpool,1881,1
Konigsberg,Liverpool,1883,1
Konigsberg,Liverpool,1885,1
Konigsberg,Liverpool,1889,1
Konigsberg,Llanelli,1889,1
Konigsberg,Llanelli,1895,1
Konigsberg,London,1874,1
Konigsberg,London,1875,1
Konigsberg,London,1884,1
Konigsberg,London,1892,1
Konigsberg,London (Other Docks and Wharves),1887,1
Konigsberg,Middlesbrough,1883,1
Konigsberg,Middlesbrough,1897,1
Konigsberg,NEWHAVEN,1883,1
Konigsberg,Newcastle,1881,1
Konigsberg,Northfleet,1887,1
Konigsberg,PENZANCE,1883,1
Konigsberg,PERTH,1885,1
Konigsberg,Poole,1897,1
Konigsberg,Sunderland,1877,1
Konigsberg,Sunderland,1884,1
Konigsberg,Sunderland,1897,1
Konigsberg,Swansea,1883,1
Konigsberg,Tyne Ports,1887,1
Konigsberg,Tyne Ports,1890,1
Konigsberg,Tyne Ports,1897,1
Konigsberg,Tyne Ports,1899,1
Konigsberg,WISBECH,1881,1
Konigsberg,WISBECH,1893,1
Konigsberg,Wick,1881,1
Konigsberg,Woolwich,1887,1
Konigsberg,Yarmouth,1879,1
Konigsberg,Yarmouth,1887,1
Kotka,Aberdeen,1895,1
Kotka,Aberdeen,1897,1
Kotka,Alloa,1883,1
Kotka,Alloa,1887,1
Kotka,Alloa,1893,1
Kotka,Ayr,1883,1
Kotka,Ayr,1885,1
Kotka,Barrow-in-Furness,1895,1
Kotka,Barrow-in-Furness,1897,1
Kotka,Berwick-upon-Tweed,1891,1
Kotka,Berwick-upon-Tweed,1895,1
Kotka,Bo'ness,1899,1
Kotka,Borrowstounness,1887,1
Kotka,Borrowstounness,1889,1
Kotka,Borrowstounness,1891,1
Kotka,Borrowstounness,1895,1
Kotka,Borrowstounness,1897,1
Kotka,Boston,1887,1
Kotka,Bristol,1875,1
Kotka,Bristol,1877,1
Kotka,Bristol,1893,1
Kotka,Cardiff,1883,1
Kotka,Cardiff,1887,1
Kotka,Cardiff,1897,1
Kotka,Colchester,1895,1
Kotka,Colchester,1899,1
Kotka,DOUGLAS,1885,1
Kotka,Dover,1883,1
Kotka,Dublin,1881,1
Kotka,Dublin,1883,1
Kotka,Dundee,1883,1
Kotka,Dundee,1895,1
Kotka,Dundee,1899,1
Kotka,EXETER,1885,1
Kotka,FOWEY,1881,1
Kotka,Fleetwood,1885,1
Kotka,Fleetwood,1899,1
Kotka,GRAVESEND,1887,1
Kotka,Glasgow,1877,1
Kotka,Glasgow,1895,1
Kotka,Gloucester,1881,1
Kotka,Gloucester,1887,1
Kotka,Goole,1887,1
Kotka,Goole,1892,1
Kotka,Grangemouth,1881,1
Kotka,Granton,1893,1
Kotka,Granton,1897,1
Kotka,Greenock,1897,1
Kotka,Grimsby,1899,1
Kotka,Hartlepool,1889,1
Kotka,Hartlepool (West),1886,1
Kotka,Harwich,1881,1
Kotka,Harwich,1885,1
Kotka,Harwich,1889,1
Kotka,Hull,1885,1
Kotka,Inverness,1885,1
Kotka,Irvine,1893,1
Kotka,King's Lynn,1889,1
Kotka,King's Lynn,1893,1
Kotka,Kirkcaldy,1899,1
Kotka,LITTLEHAMPTON,1895,1
Kotka,LOWESTOFT,1893,1
Kotka,LOWESTOFT,1899,1
Kotka,Leith,1875,1
Kotka,Leith,1897,1
Kotka,Limerick,1883,1
Kotka,Liverpool,1877,1
Kotka,Liverpool,1889,1
Kotka,Liverpool,1893,1
Kotka,Liverpool,1897,1
Kotka,London,1875,1
Kotka,London,1884,1
Kotka,London,1890,1
Kotka,London,1896,1
Kotka,Lynn,1879,1
Kotka,Lynn,1881,1
Kotka,MANCHESTER,1895,1
Kotka,MANCHESTER,1899,1
Kotka,Methil,1895,1
Kotka,Middlesbrough,1883,1
Kotka,Middlesbrough,1885,1
Kotka,Middlesbrough,1887,1
Kotka,Montrose,1885,1
Kotka,Montrose,1897,1
Kotka,NEWHAVEN,1897,1
Kotka,Newport,1883,1
Kotka,Newport,1893,1
Kotka,PENZANCE,1895,1
Kotka,Plymouth,1887,1
Kotka,Poole,1893,1
Kotka,Portsmouth,1885,1
Kotka,Portsmouth,1891,1
Kotka,Preston,1897,1
Kotka,Preston,1899,1
Kotka,RAMSGATE,1899,1
Kotka,Rochester,1883,1
Kotka,Southampton,1877,1
Kotka,Southampton,1885,1
Kotka,Southampton,1889,1
Kotka,Stockton,1885,1
Kotka,Sunderland,1879,1
Kotka,Sunderland,1883,1
Kotka,Sunderland,1889,1
Kotka,Sunderland,1891,1
Kotka,Sunderland,1895,1
Kotka,Sunderland,1899,1
Kotka,Swansea,1881,1
Kotka,Truro,1881,1
Kotka,Truro,1893,1
Kotka,Truro,1895,1
Kotka,Tyne Ports,1875,1
Kotka,WIGTOWN,1881,1
Kotka,WISBECH,1884,1
Kotka,WISBECH,1895,1
Kotka,Wick,1893,1
Kotka,Yarmouth,1885,1
Kotka,Yarmouth,1887,1
Kotka,Yarmouth,1893,1
Kotka,Yarmouth,1895,1
Kotka,Yarmouth,1897,1
Kragero,Aberdeen,1889,1
Kragero,Alloa,1890,1
Kragero,Arbroath,1889,1
Kragero,Ayr,1885,1
Kragero,Ayr,1887,1
Kragero,BLYTH,1885,1
Kragero,BLYTH,1893,1
Kragero,Banff,1887,1
Kragero,Banff,1895,1
Kragero,Barrow-in-Furness,1883,1
Kragero,Barrow-in-Furness,1885,1
Kragero,Barrow-in-Furness,1891,1
Kragero,Barrow-in-Furness,1895,1
Kragero,Belfast,1895,1
Kragero,Bo'ness,1879,1
Kragero,Borrowstounness,1890,1
Kragero,Boston,1889,1
Kragero,Boston,1891,1
Kragero,Boston,1895,1
Kragero,Boston,1897,1
Kragero,Bristol,1891,1
Kragero,Bristol,1899,1
Kragero,Cardiff,1877,1
Kragero,Cardiff,1881,1
Kragero,Cardiff,1892,1
Kragero,Cardiff,1893,1
Kragero,Cardiff,1896,1
Kragero,Cardiff,1898,1
Kragero,Charlestown,1874,1
Kragero,Charlestown,1875,1
Kragero,Chester,1883,1
Kragero,Chester,1890,1
Kragero,Chester,1893,1
Kragero,Chester,1896,1
Kragero,Chester,1897,1
Kragero,Colchester,1881,1
Kragero,Colchester,1887,1
Kragero,Colchester,1889,1
Kragero,Colchester,1893,1
Kragero,FOWEY,1881,1
Kragero,Falmouth,1881,1
Kragero,GRAVESEND,1889,1
Kragero,Goole,1897,1
Kragero,Grangemouth,1877,1
Kragero,Grangemouth,1881,1
Kragero,Granton,1875,1
Kragero,Granton,1879,1
Kragero,Granton,1887,1
Kragero,Greenock,1881,1
Kragero,Grimsby,1881,1
Kragero,Grimsby,1887,1
Kragero,Grimsby,1892,1
Kragero,Grimsby,1893,1
Kragero,HAYLE,1881,1
Kragero,Hartlepool (West),1875,1
Kragero,Harwich,1887,1
Kragero,Harwich,1891,1
Kragero,Hull,1879,1
Kragero,Hull,1885,1
Kragero,Hull,1887,1
Kragero,Inverkeithing,1879,1
Kragero,Inverkeithing,1893,1
Kragero,Inverness,1887,1
Kragero,Ipswich,1887,1
Kragero,King's Lynn,1881,1
Kragero,King's Lynn,1889,1
Kragero,Kirkcaldy,1890,1
Kragero,Kirkcaldy,1897,1
Kragero,LERWICK,1883,1
Kragero,LERWICK,1889,1
Kragero,LERWICK,1896,1
Kragero,LITTLEHAMPTON,1891,1
Kragero,LITTLEHAMPTON,1895,1
Kragero,LOWESTOFT,1881,1
Kragero,LOWESTOFT,1887,1
Kragero,LOWESTOFT,1895,1
Kragero,Le Havre,1891,1
Kragero,Leith,1879,1
Kragero,Leith,1891,1
Kragero,Liverpool,1883,1
Kragero,Liverpool,1891,1
Kragero,Liverpool,1897,1
Kragero,Liverpool,1899,1
Kragero,Llanelli,1885,1
Kragero,Llanelli,1891,1
Kragero,Llanelli,1893,1
Kragero,Llanelli,1899,1
Kragero,London,1886,1
Kragero,London,1893,1
Kragero,London,1897,1
Kragero,London,1899,1
Kragero,Methil,1893,1
Kragero,Middlesbrough,1891,1
Kragero,Middlesbrough,1897,1
Kragero,NEWHAVEN,1891,1
Kragero,Newcastle,1879,1
Kragero,Newport,1879,1
Kragero,Newport,1891,1
Kragero,Newport,1899,1
Kragero,PENZANCE,1899,1
Kragero,PERTH,1885,1
Kragero,Peterhead,1885,1
Kragero,Plymouth,1897,1
Kragero,Poole,1879,1
Kragero,Poole,1897,1
Kragero,Rochester,1889,1
Kragero,STORNOWAY,1895,1
Kragero,Shields,1891,1
Kragero,Southampton,1899,1
Kragero,Sunderland,1899,1
Kragero,Swansea,1881,1
Kragero,Swansea,1883,1
Kragero,Swansea,1893,1
Kragero,Troon,1881,1
Kragero,Tyne Ports,1900,1
Kragero,Wick,1893,1
Kragero,Yarmouth,1879,1
Kragero,Yarmouth,1883,1
Kragero,Yarmouth,1884,1
Kragero,Yarmouth,1885,1
Kramfors,Aberdeen,1891,1
Kramfors,Aberystwyth,1885,1
Kramfors,Aberystwyth,1889,1
Kramfors,Alloa,1885,1
Kramfors,Berwick-upon-Tweed,1881,1
Kramfors,Bristol,1879,1
Kramfors,Bristol,1893,1
Kramfors,Cardiff,1891,1
Kramfors,Dundee,1885,1
Kramfors,Dundee,1889,1
Kramfors,Grangemouth,1899,1
Kramfors,Granton,1885,1
Kramfors,Grimsby,1889,1
Kramfors,Grimsby,1891,1
Kramfors,Hartlepool,1889,1
Kramfors,Hartlepool,1899,1
Kramfors,Hartlepool (West),1891,1
Kramfors,Hartlepool (West),1895,1
Kramfors,Hull,1874,1
Kramfors,Hull,1881,1
Kramfors,Hull,1889,1
Kramfors,Hull,1891,1
Kramfors,Hull,1897,1
Kramfors,Kirkcaldy,1889,1
Kramfors,LOWESTOFT,1889,1
Kramfors,Leith,1889,1
Kramfors,Liverpool,1881,1
Kramfors,Liverpool,1893,1
Kramfors,Liverpool,1895,1
Kramfors,London,1889,1
Kramfors,London,1895,1
Kramfors,MANCHESTER,1899,1
Kramfors,Middlesbrough,1883,1
Kramfors,Newport,1883,1
Kramfors,Poole,1883,1
Kramfors,Poole,1893,1
Kramfors,Portsmouth,1893,1
Kramfors,Shoreham,1889,1
Kramfors,Truro,1895,1
Kramfors,Tyne Ports,1877,1
Kramfors,Tyne Ports,1885,1
Kramfors,Tyne Ports,1893,1
Kramfors,WISBECH,1893,1
Kramfors,Whitby,1881,1
Kramfors,Wick,1881,1
Kramfors,Yarmouth,1879,1
Kristiania,Grangemouth,1879,1
Kristiania,Grimsby,1881,1
Kristiania,Hartlepool (West),1879,1
Kristiania,Newcastle upon Tyne,1879,1
Kristiania,Stockton,1881,1
Kristiania,Swansea,1881,1
Kristiania,Yarmouth,1879,1
Kristiansund,Alloa,1900,1
Kristiansund,Borrowstounness,1885,1
Kristiansund,Grangemouth,1893,1
Kristiansund,Grimsby,1895,1
Kristiansund,Hartlepool (West),1877,1
Kristiansund,Hull,1899,1
Kristiansund,Kirkcaldy,1885,1
Kristiansund,Kirkcaldy,1897,1
Kristiansund,Liverpool,1885,1
Kristiansund,Liverpool,1899,1
Kristiansund,London,1885,1
Kristiansund,Sunderland,1879,1
Kristiansund,Swansea,1885,1
Kristiansund,Tyne Ports,1883,1
Kristiansund,Tyne Ports,1899,1
Kristiansund,Weymouth,1883,1
Königsberg,Hull,1897,1
LANGROR,Grimsby,1895,1
LJUSNE,Cardiff,1891,1
La Roche Bernard,Aberdeen,1881,1
La Roche Bernard,Bristol,1891,1
La Roche Bernard,COWES,1897,1
La Roche Bernard,Cardiff,1879,1
La Roche Bernard,Llanelli,1879,1
La Roche Bernard,Llanelli,1885,1
La Roche Bernard,London,1889,1
La Roche Bernard,Newport,1891,1
La Roche Bernard,Newport,1897,1
La Roche Bernard,Newport,1899,1
La Roche Bernard,Swansea,1890,1
La Roche Bernard,Swansea,1895,1
La Roche Bernard,Swansea,1899,1
La Rochelle,Berwick-upon-Tweed,1881,1
La Rochelle,Cardiff,1878,1
La Rochelle,Cardiff,1879,1
La Rochelle,Cardiff,1880,1
La Rochelle,Cardiff,1884,1
La Rochelle,Hull,1893,1
La Rochelle,Llanelli,1881,1
La Rochelle,London,1883,1
La Rochelle,Newport,1877,1
La Rochelle,Newport,1879,1
La Rochelle,Newport,1883,1
La Rochelle,Newport,1890,1
La Rochelle,Swansea,1877,1
La Rochelle,Swansea,1879,1
La Rochelle,Swansea,1884,1
La Rochelle,Swansea,1886,1
La Rochelle,Swansea,1888,1
La Rochelle,Swansea,1891,1
La Tremblede,Bristol,1891,1
La Tremblede,Cardiff,1887,1
La Tremblede,Llanelli,1889,1
La Tremblede,Newport,1897,1
La Tremblede,Wexford,1891,1
Laguna,Barrow-in-Furness,1885,1
Laguna,Belfast,1893,1
Laguna,Dublin,1889,1
Laguna,Dublin,1898,1
Laguna,Glasgow,1889,1
Laguna,Glasgow,1893,1
Laguna,Glasgow,1895,1
Laguna,Glasgow,1897,1
Laguna,Hull,1895,1
Laguna,Liverpool,1878,1
Laguna,Liverpool,1892,1
Laguna,Llanelli,1891,1
Laguna,London,1881,1
Laguna,London,1883,1
Laguna,London,1900,1
Laguna,MANCHESTER,1899,1
Landskrona,Gloucester,1885,1
Landskrona,Hartlepool (West),1883,1
Landskrona,London,1875,1
Langesund,Aberdeen,1893,1
Langesund,Alloa,1889,1
Langesund,Alloa,1895,1
Langesund,Barrow-in-Furness,1881,1
Langesund,Borrowstounness,1881,1
Langesund,Borrowstounness,1885,1
Langesund,Borrowstounness,1887,1
Langesund,Borrowstounness,1895,1
Langesund,Borrowstounness,1899,1
Langesund,Cardiff,1877,1
Langesund,Cardiff,1879,1
Langesund,Cardiff,1881,1
Langesund,Cardiff,1883,1
Langesund,Cardiff,1891,1
Langesund,Chester,1883,1
Langesund,FOWEY,1893,1
Langesund,Grangemouth,1885,1
Langesund,Grimsby,1883,1
Langesund,Hartlepool (West),1890,1
Langesund,Hartlepool (West),1897,1
Langesund,Hull,1885,1
Langesund,Hull,1893,1
Langesund,Leith,1885,1
Langesund,Leith,1899,1
Langesund,Liverpool,1895,1
Langesund,London,1885,1
Langesund,Middlesbrough,1891,1
Langesund,Middlesbrough,1899,1
Langesund,RAMSGATE,1881,1
Langesund,RAMSGATE,1891,1
Langesund,Sunderland,1891,1
Langesund,Sunderland,1899,1
Langesund,Tyne Ports,1881,1
Langesund,Tyne Ports,1883,1
Langesund,Tyne Ports,1891,1
Langror,Colchester,1885,1
Langror,Dundee,1879,1
Langror,Fleetwood,1883,1
Langror,Folkestone,1883,1
Langror,Goole,1885,1
Langror,Goole,1887,1
Langror,Grangemouth,1883,1
Langror,Hull,1879,1
Langror,Hull,1881,1
Langror,Hull,1889,1
Langror,Hull,1897,1
Langror,Kirkcaldy,1897,1
Langror,LOWESTOFT,1881,1
Langror,Leith,1891,1
Langror,Liverpool,1883,1
Langror,Liverpool,1889,1
Langror,London,1885,1
Langror,London,1887,1
Langror,London,1891,1
Langror,NEWHAVEN,1881,1
Langror,Newcastle upon Tyne,1877,1
Langror,Poole,1883,1
Langror,Poole,1885,1
Langror,Poole,1891,1
Langror,Portsmouth,1883,1
Langror,Portsmouth,1885,1
Langror,Portsmouth,1887,1
Langror,Portsmouth,1893,1
Langror,Portsmouth,1897,1
Langror,Shoreham,1881,1
Langror,Shoreham,1889,1
Langror,Southampton,1879,1
Langror,Southampton,1883,1
Langror,Southampton,1885,1
Langror,Southampton,1893,1
Langror,Sunderland,1879,1
Langror,WISBECH,1895,1
Lappvik,Aberdeen,1887,1
Lappvik,Alloa,1881,1
Lappvik,Borrowstounness,1897,1
Lappvik,Dundee,1893,1
Lappvik,Goole,1897,1
Lappvik,Grangemouth,1880,1
Lappvik,Grangemouth,1885,1
Lappvik,Granton,1877,1
Lappvik,Granton,1881,1
Lappvik,Grimsby,1883,1
Lappvik,Hartlepool (West),1887,1
Lappvik,Hull,1883,1
Lappvik,Hull,1885,1
Lappvik,Hull,1893,1
Lappvik,Hull,1897,1
Lappvik,King's Lynn,1899,1
Lappvik,LOWESTOFT,1897,1
Lappvik,Leith,1895,1
Lappvik,London,1882,1
Lappvik,London,1883,1
Lappvik,London,1899,1
Lappvik,Northfleet,1889,1
Lappvik,PERTH,1899,1
Lappvik,Peterhead,1893,1
Lappvik,Peterhead,1895,1
Lappvik,Plymouth,1895,1
Lappvik,Rochester,1899,1
Lappvik,Shoreham,1899,1
Lappvik,Tyne Ports,1879,1
Larvik,Leith,1899,1
Larvik,London,1891,1
Laurvig,Aberdeen,1885,1
Laurvig,Aberdeen,1890,1
Laurvig,Arbroath,1881,1
Laurvig,Arbroath,1883,1
Laurvig,Ayr,1887,1
Laurvig,BLYTH,1895,1
Laurvig,Banff,1887,1
Laurvig,Banff,1891,1
Laurvig,Barrow-in-Furness,1877,1
Laurvig,Barrow-in-Furness,1885,1
Laurvig,Barrow-in-Furness,1889,1
Laurvig,Barrow-in-Furness,1895,1
Laurvig,Barrow-in-Furness,1899,1
Laurvig,Belfast,1881,1
Laurvig,Belfast,1895,1
Laurvig,Belfast,1899,1
Laurvig,Borrowstounness,1893,1
Laurvig,Borrowstounness,1897,1
Laurvig,Boston,1889,1
Laurvig,Boston,1895,1
Laurvig,Bridgwater,1881,1
Laurvig,Bridgwater,1889,1
Laurvig,Bridgwater,1891,1
Laurvig,Bristol,1882,1
Laurvig,Bristol,1883,1
Laurvig,Bristol,1887,1
Laurvig,Bristol,1893,1
Laurvig,COWES,1887,1
Laurvig,Cardiff,1889,1
Laurvig,Colchester,1883,1
Laurvig,Cork,1883,1
Laurvig,Dover,1887,1
Laurvig,Dublin,1885,1
Laurvig,Dublin,1897,1
Laurvig,Dundalk,1885,1
Laurvig,Dundee,1877,1
Laurvig,Dundee,1883,1
Laurvig,EXETER,1891,1
Laurvig,FAVERSHAM,1883,1
Laurvig,FAVERSHAM,1895,1
Laurvig,FAVERSHAM,1897,1
Laurvig,Fleetwood,1891,1
Laurvig,Fleetwood,1897,1
Laurvig,Fleetwood,1899,1
Laurvig,Fraserburgh,1883,1
Laurvig,Fraserburgh,1891,1
Laurvig,Glasgow,1883,1
Laurvig,Grangemouth,1881,1
Laurvig,Grangemouth,1885,1
Laurvig,Grangemouth,1889,1
Laurvig,Granton,1879,1
Laurvig,Granton,1883,1
Laurvig,Granton,1887,1
Laurvig,Granton,1889,1
Laurvig,Granton,1891,1
Laurvig,Granton,1895,1
Laurvig,Grimsby,1885,1
Laurvig,Grimsby,1889,1
Laurvig,Hartlepool (West),1879,1
Laurvig,Hartlepool (West),1899,1
Laurvig,Harwich,1889,1
Laurvig,Hull,1879,1
Laurvig,Hull,1887,1
Laurvig,Hull,1890,1
Laurvig,Hull,1893,1
Laurvig,Hull,1899,1
Laurvig,Ipswich,1895,1
Laurvig,King's Lynn,1881,1
Laurvig,King's Lynn,1887,1
Laurvig,King's Lynn,1889,1
Laurvig,King's Lynn,1891,1
Laurvig,Kirkcaldy,1895,1
Laurvig,LOWESTOFT,1887,1
Laurvig,LOWESTOFT,1897,1
Laurvig,Le Havre,1891,1
Laurvig,Leith,1877,1
Laurvig,Leith,1887,1
Laurvig,Leith,1899,1
Laurvig,Limerick,1887,1
Laurvig,Liverpool,1879,1
Laurvig,Liverpool,1891,1
Laurvig,Liverpool,1899,1
Laurvig,Llanelli,1881,1
Laurvig,London,1899,1
Laurvig,Londonderry,1885,1
Laurvig,MANCHESTER,1895,1
Laurvig,Methil,1893,1
Laurvig,Middlesbrough,1889,1
Laurvig,Middlesbrough,1890,1
Laurvig,Middlesbrough,1891,1
Laurvig,Montrose,1887,1
Laurvig,Montrose,1895,1
Laurvig,NEWHAVEN,1889,1
Laurvig,Newcastle,1875,1
Laurvig,Newcastle,1879,1
Laurvig,Newcastle,1889,1
Laurvig,Newport,1893,1
Laurvig,Newport,1895,1
Laurvig,Newport,1897,1
Laurvig,Northfleet,1889,1
Laurvig,Peterhead,1885,1
Laurvig,Peterhead,1889,1
Laurvig,Peterhead,1897,1
Laurvig,Plymouth,1881,1
Laurvig,Plymouth,1883,1
Laurvig,Plymouth,1885,1
Laurvig,Plymouth,1895,1
Laurvig,Plymouth,1897,1
Laurvig,Preston,1893,1
Laurvig,RAMSGATE,1881,1
Laurvig,RAMSGATE,1891,1
Laurvig,RAMSGATE,1895,1
Laurvig,Rochester,1889,1
Laurvig,Rochester,1895,1
Laurvig,Rochester,1897,1
Laurvig,STORNOWAY,1885,1
Laurvig,STORNOWAY,1893,1
Laurvig,STORNOWAY,1895,1
Laurvig,Shields,1891,1
Laurvig,Shoreham,1883,1
Laurvig,Shoreham,1885,1
Laurvig,Sligo,1897,1
Laurvig,Southampton,1885,1
Laurvig,Southampton,1887,1
Laurvig,Southampton,1889,1
Laurvig,Southampton,1891,1
Laurvig,Southampton,1893,1
Laurvig,Southampton,1895,1
Laurvig,Southampton,1899,1
Laurvig,Sunderland,1890,1
Laurvig,Swansea,1885,1
Laurvig,Swansea,1891,1
Laurvig,Swansea,1893,1
Laurvig,Truro,1883,1
Laurvig,Tyne Ports,1880,1
Laurvig,Tyne Ports,1900,1
Laurvig,Waterford,1883,1
Laurvig,Weymouth,1895,1
Laurvig,Whitby,1887,1
Laurvig,Whitehaven,1885,1
Laurvig,Whitehaven,1889,1
Laurvig,Whitehaven,1891,1
Laurvig,Whitehaven,1893,1
Laurvig,Wick,1887,1
Laurvig,Wick,1891,1
Laurvig,Wick,1893,1
Laurvig,Yarmouth,1883,1
Laurvig,Yarmouth,1887,1
Laurvig,Yarmouth,1891,1
Le Havre,Aberdeen,1881,1
Le Havre,Harwich,1897,1
Le Havre,Hull,1891,1
Le Havre,Hull,1897,1
Le Havre,Ipswich,1883,1
Le Havre,Ipswich,1893,1
Le Havre,Liverpool,1885,1
Le Havre,Liverpool,1887,1
Le Havre,Liverpool,1892,1
Le Havre,Liverpool,1898,1
Le Havre,London,1886,1
Le Havre,London,1888,1
Le Havre,London,1890,1
Le Havre,London,1892,1
Le Havre,London,1895,1
Le Havre,London,1900,1
Le Havre,Londonderry,1899,1
Le Havre,Newport,1880,1
Le Havre,Newport,1881,1
Le Havre,Quebec City,1891,1
Le Havre,Southampton,1881,1
Le Havre,Southampton,1890,1
Le Havre,Southampton,1891,1
Le Havre,Stockton,1881,1
Le Havre,Tyne Ports,1887,1
Le Havre,WISBECH,1881,1
Leith,Quebec City,1893,1
Liepāja,Aberdeen,1881,1
Liepāja,Aberdeen,1897,1
Liepāja,Aberdeen,1899,1
Liepāja,Alloa,1895,1
Liepāja,Ardrossan,1893,1
Liepāja,Ardrossan,1895,1
Liepāja,Ardrossan,1897,1
Liepāja,Ayr,1899,1
Liepāja,BLYTH,1897,1
Liepāja,Barrow-in-Furness,1893,1
Liepāja,Bo'ness,1897,1
Liepāja,Bo'ness,1898,1
Liepāja,Borrowstounness,1883,1
Liepāja,Borrowstounness,1884,1
Liepāja,Borrowstounness,1900,1
Liepāja,Boston,1895,1
Liepāja,Boston,1897,1
Liepāja,Bristol,1895,1
Liepāja,Cardiff,1887,1
Liepāja,Dundee,1874,1
Liepāja,Dundee,1879,1
Liepāja,Fleetwood,1895,1
Liepāja,GRAVESEND,1889,1
Liepāja,Glasgow,1889,1
Liepāja,Glasgow,1893,1
Liepāja,Glasgow,1895,1
Liepāja,Gloucester,1899,1
Liepāja,Grangemouth,1881,1
Liepāja,Grangemouth,1885,1
Liepāja,Grangemouth,1889,1
Liepāja,Grangemouth,1892,1
Liepāja,Greenock,1893,1
Liepāja,Grimsby,1879,1
Liepāja,Grimsby,1883,1
Liepāja,Grimsby,1893,1
Liepāja,Grimsby,1897,1
Liepāja,Hartlepool,1900,1
Liepāja,Hartlepool (West),1874,1
Liepāja,Hartlepool (West),1877,1
Liepāja,Hartlepool (West),1887,1
Liepāja,Hartlepool (West),1889,1
Liepāja,Hartlepool (West),1895,1
Liepāja,Harwich,1897,1
Liepāja,Hull,1884,1
Liepāja,Hull,1890,1
Liepāja,Hull,1892,1
Liepāja,Inverness,1891,1
Liepāja,Kirkcaldy,1895,1
Liepāja,Kirkcaldy,1897,1
Liepāja,Kirkcaldy,1899,1
Liepāja,LOWESTOFT,1891,1
Liepāja,LOWESTOFT,1893,1
Liepāja,LOWESTOFT,1897,1
Liepāja,Leith,1879,1
Liepāja,Leith,1883,1
Liepāja,Leith,1885,1
Liepāja,Leith,1887,1
Liepāja,Leith,1889,1
Liepāja,Liverpool,1883,1
Liepāja,Liverpool,1885,1
Liepāja,Liverpool,1893,1
Liepāja,Llanelli,1895,1
Liepāja,London,1884,1
Liepāja,London,1896,1
Liepāja,Middlesbrough,1881,1
Liepāja,Middlesbrough,1883,1
Liepāja,Newport,1877,1
Liepāja,Newport,1889,1
Liepāja,Peterhead,1881,1
Liepāja,Peterhead,1883,1
Liepāja,Peterhead,1885,1
Liepāja,Rochester,1883,1
Liepāja,Rochester,1897,1
Liepāja,Shoreham,1889,1
Liepāja,Sunderland,1889,1
Liepāja,Sunderland,1893,1
Liepāja,Sunderland,1895,1
Liepāja,Swansea,1885,1
Liepāja,Swansea,1893,1
Liepāja,Tyne Ports,1883,1
Liepāja,Tyne Ports,1889,1
Liepāja,Tyne Ports,1897,1
Liepāja,Wick,1891,1
Liepāja,Wick,1893,1
Lillesand,Aberdeen,1885,1
Lillesand,Aberdeen,1895,1
Lillesand,Aberdeen,1899,1
